Perfume,Brand,Gender,Country,Citrus–Green,Amber–Resinous,Musky–Soapy,Marine–Ozonic,Spicy–Aromatic,Woody–Earthy,Floral–Powdery,Fruity–Tropical,Sweet–Gourmand,Smoky–Leathery
one-touch,we-pink,women,Brazil,0.06,0.0,0.0,0.0,0.0,0.23,0.06,0.06,0.59,0.0
princess,vera-wang,women,USA,0.0,0.23,0.0,0.0,0.0,0.0,0.18,0.06,0.53,0.0
best-of-udv,ulric-de-varens,men,France,0.25,0.47,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0
forum-catwalk,tufi-duek,women,Brazil,0.0,0.28,0.0,0.0,0.06,0.4,0.26,0.0,0.0,0.0
bel-azur,tory-burch,women,USA,0.2,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0
liliana,tocca,women,USA,0.21,0.0,0.0,0.0,0.0,0.48,0.21,0.1,0.0,0.0
cleopatra-hair-fragrance,tocca,women,USA,0.47,0.0,0.07,0.0,0.0,0.0,0.14,0.0,0.33,0.0
amorgos,thera-cosmeticos,men,Brazil,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2
bissau,thera-cosmeticos,men,Brazil,0.0,0.0,0.0,0.0,0.06,0.4,0.0,0.0,0.14,0.4
laos,thera-cosmeticos,men,Brazil,0.07,0.4,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.4
lode,thera-cosmeticos,men,Brazil,0.47,0.33,0.0,0.0,0.14,0.0,0.07,0.0,0.0,0.0
wonderly,the-house-of-oud,unisex,Italy,0.0,0.0,0.0,0.0,0.0,0.06,0.4,0.0,0.54,0.0
fleur-de-frangipanier,solinotes,unisex,France,0.08,0.0,0.0,0.0,0.0,0.0,0.36,0.08,0.47,0.0
magnolia,solinotes,women,France,0.17,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0
to-be-rebel,police,men,Italy,0.1,0.0,0.0,0.21,0.21,0.0,0.48,0.0,0.0,0.0
to-be-tattooart,police,women,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.11,0.3,0.0
so-dupont-paris-by-night-pour-femme,s-t-dupont,women,France,0.14,0.0,0.0,0.0,0.0,0.14,0.45,0.14,0.14,0.0
so-pure-women,s-oliver,women,Germany,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0
supernova,roads,unisex,Ireland,0.1,0.48,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0
behique,renier-perfumes,unisex,Czech Republic,0.06,0.07,0.0,0.0,0.32,0.13,0.0,0.0,0.0,0.42
rem-l-acqua,reminiscence,women,France,0.21,0.48,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.0
vanille-santal,reminiscence,unisex,France,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.0,0.72,0.0
jam-man,puma,men,Germany,0.2,0.2,0.0,0.06,0.16,0.26,0.0,0.06,0.06,0.0
sync-man,puma,men,Germany,0.34,0.28,0.0,0.0,0.32,0.06,0.0,0.0,0.0,0.0
perle-rare-homme,panouge,men,France,0.23,0.33,0.07,0.0,0.07,0.07,0.23,0.0,0.0,0.0
bella-essence,oscar-de-la-renta,women,USA,0.0,0.0,0.07,0.0,0.0,0.33,0.23,0.07,0.3,0.0
extraordinary-petale,oscar-de-la-renta,women,USA,0.32,0.2,0.0,0.0,0.0,0.0,0.28,0.0,0.2,0.0
out-of-the-box,orlov-paris,women,France,0.0,0.2,0.06,0.0,0.0,0.0,0.26,0.0,0.48,0.0
stardust,min-new-york,unisex,USA,0.17,0.0,0.08,0.0,0.0,0.0,0.75,0.0,0.0,0.0
blue-north,michel-germain,men,Canada,0.0,0.33,0.0,0.0,0.53,0.07,0.07,0.0,0.0,0.0
3-d-scent,m-int,unisex,Italy,0.0,0.28,0.0,0.0,0.12,0.32,0.0,0.0,0.0,0.28
le-bleu,louis-feraud,women,France,0.27,0.0,0.14,0.0,0.14,0.0,0.45,0.0,0.0,0.0
eau-de-lune,laura-mercier,women,France,0.06,0.28,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0
brave-man,la-rive,men,Poland,0.1,0.0,0.0,0.1,0.21,0.48,0.1,0.0,0.0,0.0
j-aime-elixir,la-perla,women,Italy,0.08,0.0,0.0,0.0,0.08,0.0,0.28,0.0,0.56,0.0
3-rosa,l-erbolario,women,Italy,0.0,0.39,0.08,0.0,0.08,0.0,0.44,0.0,0.0,0.0
iris,l-erbolario,women,Italy,0.06,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.4,0.28
joop-go,joop,men,Germany,0.56,0.0,0.0,0.0,0.17,0.08,0.19,0.0,0.0,0.0
esprit-du-tigre,james-heeley,unisex,France,0.29,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0
halloween-shot,halloween,women,Spain,0.0,0.0,0.0,0.0,0.0,0.24,0.18,0.12,0.47,0.0
mia-me-mine,halloween,women,Spain,0.08,0.0,0.08,0.0,0.08,0.47,0.28,0.0,0.0,0.0
iris-poetico,giardino-dei-sensi,women,Italy,0.14,0.33,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0
crio,giardino-benessere,unisex,Italy,0.0,0.06,0.0,0.0,0.06,0.0,0.68,0.0,0.0,0.2
paisaje,fueguia-1833,unisex,Argentina,0.0,0.0,0.0,0.0,0.74,0.26,0.0,0.0,0.0,0.0
pivoine,fragonard,women,France,0.07,0.33,0.07,0.0,0.0,0.0,0.47,0.07,0.0,0.0
peach-honey,flavia,unisex,UAE,0.0,0.07,0.0,0.0,0.07,0.4,0.07,0.0,0.4,0.0
d-ame-de-pique,evody-parfums,unisex,France,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.06,0.34,0.0
celebration-for-her,esprit,women,Germany,0.33,0.0,0.07,0.0,0.0,0.07,0.4,0.14,0.0,0.0
musc-et-freesia,e-coudray,women,France,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0
bois-d-oud,detaille,unisex,France,0.0,0.0,0.0,0.06,0.06,0.64,0.0,0.0,0.0,0.24
bold-instinct,david-beckham,men,UK,0.0,0.0,0.0,0.0,0.44,0.39,0.0,0.08,0.08,0.0
made-of-instinct,david-beckham,men,UK,0.27,0.0,0.0,0.0,0.27,0.14,0.32,0.0,0.0,0.0
l-for-men-woody-oriental-with-deep-amber,clive-christian,men,UK,0.06,0.34,0.0,0.0,0.26,0.34,0.0,0.0,0.0,0.0
fleur-de-rocaille-2021,caron,women,France,0.0,0.0,0.0,0.0,0.0,0.07,0.93,0.0,0.0,0.0
pois-de-senteur-2021,caron,unisex,France,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.54,0.0
about-men,bruno-banani,men,Germany,0.1,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0
eau-oceane,biotherm,women,France,0.14,0.0,0.0,0.07,0.0,0.14,0.33,0.33,0.0,0.0
ten-nine,atelier-flou,women,France,0.08,0.0,0.0,0.0,0.36,0.47,0.0,0.08,0.0,0.0
blanc-polychrome,atelier-des-ors,unisex,France,0.27,0.14,0.14,0.0,0.45,0.0,0.0,0.0,0.0,0.0
madame-m,astrophil-stella,unisex,Italy,0.0,0.06,0.0,0.0,0.06,0.34,0.0,0.0,0.54,0.0
makkah,al-haramain-perfumes,unisex,UAE,0.18,0.24,0.0,0.0,0.0,0.0,0.24,0.06,0.29,0.0
haramain-signature-silver,al-haramain-perfumes,unisex,UAE,0.07,0.4,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.4
gold,armaf,women,UAE,0.0,0.41,0.0,0.0,0.0,0.0,0.06,0.06,0.47,0.0
magnificent-blue-pour-homme,armaf,men,UAE,0.07,0.33,0.0,0.0,0.37,0.23,0.0,0.0,0.0,0.0
300-km-h-nitro,avon,men,USA,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
iris-fetiche,avon,unisex,USA,0.18,0.24,0.0,0.0,0.0,0.06,0.29,0.0,0.24,0.0
imari-fantasy,avon,women,USA,0.0,0.0,0.0,0.0,0.0,0.34,0.06,0.0,0.6,0.0
morena-flor,avon,women,USA,0.4,0.0,0.0,0.0,0.0,0.22,0.12,0.0,0.26,0.0
neo-evolution,avon,men,USA,0.0,0.14,0.0,0.27,0.27,0.0,0.32,0.0,0.0,0.0
pur-blanca-hope,avon,women,USA,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,0.0
summer-white-maldives,avon,women,USA,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.4,0.0,0.0
titanium-dynamic,avon,men,USA,0.12,0.0,0.0,0.0,0.32,0.06,0.1,0.0,0.0,0.4
today-tomorrow-always-daydream,avon,women,USA,0.0,0.0,0.0,0.0,0.21,0.1,0.1,0.0,0.59,0.0
wanted-freeride,azzaro,men,France,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0
312-saint-honore,bdk-parfums,unisex,France,0.0,0.08,0.08,0.0,0.0,0.39,0.44,0.0,0.0,0.0
i-love-new-york-for-him,bond-no-9,men,USA,0.06,0.28,0.0,0.0,0.32,0.2,0.0,0.0,0.0,0.14
manhattan,bond-no-9,unisex,USA,0.0,0.0,0.0,0.0,0.06,0.37,0.0,0.06,0.51,0.0
burberry-brit-new-year-edition-pour-femme,burberry,women,UK,0.17,0.47,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0
burberry-her-blossom,burberry,women,UK,0.4,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0
burberry-sport-ice-for-men,burberry,men,UK,0.21,0.48,0.0,0.1,0.21,0.0,0.0,0.0,0.0,0.0
riva-solare,bvlgari,women,Italy,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0
bvlgari-man-terrae-essence,bvlgari,men,Italy,0.1,0.1,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0
anais-anais-l-original-eau-de-toilette,cacharel,women,France,0.14,0.0,0.0,0.0,0.0,0.27,0.59,0.0,0.0,0.0
ck-one-chinese-new-year-edition,calvin-klein,unisex,USA,0.26,0.28,0.0,0.0,0.06,0.0,0.4,0.0,0.0,0.0
eternity-for-men-summer-2014,calvin-klein,men,USA,0.0,0.39,0.0,0.17,0.36,0.08,0.0,0.0,0.0,0.0
eternity-intense,calvin-klein,women,USA,0.0,0.0,0.0,0.0,0.0,0.14,0.47,0.0,0.4,0.0
euphoria,calvin-klein,women,USA,0.23,0.29,0.0,0.0,0.0,0.06,0.35,0.0,0.06,0.0
euphoria-eau-de-toilette,calvin-klein,women,USA,0.33,0.33,0.0,0.0,0.0,0.07,0.14,0.07,0.07,0.0
212-sexy,carolina-herrera,women,USA,0.0,0.0,0.06,0.0,0.06,0.16,0.29,0.0,0.43,0.0
carat,cartier,women,France,0.47,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0
clean-ultimate,clean,unisex,USA,0.08,0.0,0.08,0.0,0.36,0.0,0.47,0.0,0.0,0.0
coach-signature-summer-fragrance,coach,women,USA,0.1,0.48,0.0,0.0,0.0,0.1,0.21,0.1,0.0,0.0
love-eau-blush,coach,women,USA,0.1,0.48,0.0,0.0,0.0,0.1,0.31,0.0,0.0,0.0
durga,ds-durga,women,USA,0.0,0.0,0.0,0.07,0.07,0.0,0.86,0.0,0.0,0.0
echo-woman,davidoff,women,Switzerland,0.06,0.14,0.0,0.0,0.34,0.14,0.32,0.0,0.0,0.0
l-eau-de-l-eau,diptyque,unisex,France,0.29,0.0,0.0,0.0,0.47,0.23,0.0,0.0,0.0,0.0
l-imperatrice-limited-edition,dolce-gabbana,women,Italy,0.0,0.0,0.0,0.17,0.0,0.39,0.36,0.08,0.0,0.0
light-blue-forever,dolce-gabbana,women,Italy,0.6,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0
green-tea-exotic,elizabeth-arden,women,USA,0.36,0.39,0.0,0.0,0.08,0.0,0.17,0.0,0.0,0.0
green-tea-lotus,elizabeth-arden,women,USA,0.21,0.0,0.0,0.21,0.0,0.0,0.1,0.48,0.0,0.0
sunflowers-summer-bloom,elizabeth-arden,women,USA,0.08,0.0,0.0,0.08,0.0,0.0,0.36,0.08,0.39,0.0
bronze-goddess-capri,estee-lauder,women,France,0.07,0.4,0.0,0.0,0.0,0.33,0.14,0.0,0.07,0.0
pleasures-aqua,estee-lauder,women,France,0.69,0.0,0.0,0.1,0.0,0.0,0.21,0.0,0.0,0.0
pleasures-delight,estee-lauder,women,France,0.14,0.0,0.0,0.0,0.0,0.2,0.2,0.06,0.4,0.0
pleasures-florals,estee-lauder,women,France,0.1,0.48,0.0,0.0,0.0,0.1,0.21,0.0,0.1,0.0
night-call,ex-nihilo,unisex,France,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0
outrageous,frederic-malle,unisex,France,0.41,0.23,0.0,0.0,0.29,0.0,0.06,0.0,0.0,0.0
acqua-di-gioia-essenza,giorgio-armani,women,Italy,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0
camelia-eau-de-parfum,acqua-di-parma,unisex,Italy,0.2,0.0,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.0
magnolia-infinita,acqua-di-parma,women,Italy,0.08,0.0,0.08,0.0,0.0,0.39,0.44,0.0,0.0,0.0
the-library-collection-opus-x,amouage,unisex,Oman,0.0,0.0,0.0,0.19,0.12,0.19,0.44,0.0,0.0,0.06
pi-neo,givenchy,men,France,0.1,0.0,0.0,0.0,0.21,0.69,0.0,0.0,0.0,0.0
ange-ou-demon-tendre,givenchy,women,France,0.1,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0
white-edition-black-currant,gritti,unisex,Italy,0.23,0.0,0.07,0.0,0.0,0.4,0.23,0.07,0.0,0.0
flora-gorgeous-gardenia-limited-edition-2018,gucci,women,Italy,0.0,0.0,0.0,0.0,0.0,0.48,0.21,0.21,0.1,0.0
aqua-allegoria-flora-nymphea,guerlain,women,France,0.4,0.0,0.0,0.0,0.0,0.28,0.06,0.0,0.26,0.0
aqua-allegoria-florabloom-forte,guerlain,unisex,France,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.3,0.24,0.0
aqua-allegoria-teazzurra,guerlain,unisex,France,0.44,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.39,0.0
musc-outreblanc,guerlain,unisex,France,0.0,0.33,0.07,0.0,0.0,0.0,0.53,0.0,0.07,0.0
le-bolshoi-black-swan,guerlain,women,France,0.4,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0
boss-bottled-united,hugo-boss,men,Germany,0.14,0.0,0.0,0.4,0.07,0.4,0.0,0.0,0.0,0.0
english-pear-freesia,jo-malone-london,women,UK,0.0,0.28,0.0,0.06,0.0,0.28,0.26,0.06,0.06,0.0
silk-blossom,jo-malone-london,unisex,UK,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0
orange-peel-cologne,jo-malone-london,unisex,UK,0.66,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0
couture-couture,juicy-couture,women,USA,0.07,0.4,0.0,0.0,0.0,0.0,0.07,0.07,0.4,0.0
i-am-juicy-couture,juicy-couture,women,USA,0.0,0.4,0.0,0.0,0.0,0.0,0.23,0.14,0.23,0.0
couture-la-la-malibu,juicy-couture,women,USA,0.47,0.0,0.0,0.0,0.0,0.0,0.4,0.07,0.07,0.0
live-colorfully-luxe,kate-spade,women,USA,0.0,0.0,0.07,0.0,0.07,0.0,0.14,0.0,0.4,0.33
jeu-d-amour,kenzo,women,France,0.14,0.0,0.0,0.0,0.0,0.14,0.72,0.0,0.0,0.0
kenzo-world-power-eau-de-toilette,kenzo,women,France,0.0,0.0,0.14,0.14,0.0,0.0,0.45,0.0,0.27,0.0
le-chant-de-camargue,l-artisan-parfumeur,unisex,France,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0
encre-noire-pour-elle,lalique,women,France,0.0,0.0,0.14,0.0,0.14,0.14,0.58,0.0,0.0,0.0
floral-bronze,lalique,unisex,France,0.0,0.16,0.06,0.0,0.0,0.0,0.62,0.0,0.16,0.0
tresor-in-love,lancome,women,France,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.0
safwaan-l-autre-oud,lattafa-perfumes,unisex,UAE,0.0,0.18,0.0,0.0,0.08,0.54,0.2,0.0,0.0,0.0
ballerina-no-1,les-parfums-de-rosine,women,France,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.07,0.53,0.0
quizas-quizas-quizas-pasion,loewe,women,Spain,0.1,0.49,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0
v,lush,unisex,UK,0.0,0.0,0.0,0.0,0.14,0.14,0.72,0.0,0.0,0.0
pomelos-no-21,m-micallef,unisex,France,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
baccarat-rouge-540-extrait-limited-edition-2021,maison-francis-kurkdjian,unisex,France,0.23,0.06,0.12,0.0,0.0,0.29,0.06,0.0,0.23,0.0
daisy-sunshine,marc-jacobs,women,USA,0.0,0.07,0.0,0.0,0.07,0.4,0.33,0.07,0.07,0.0
daisy-dream,marc-jacobs,women,USA,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.6,0.1,0.0
oh-lola,marc-jacobs,women,USA,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0
aoud-night,montale,unisex,France,0.0,0.14,0.0,0.0,0.0,0.33,0.19,0.14,0.0,0.2
aoud-orange,montale,unisex,France,0.06,0.0,0.0,0.0,0.0,0.42,0.26,0.0,0.0,0.26
aoud-sense,montale,unisex,France,0.1,0.0,0.0,0.0,0.21,0.34,0.34,0.0,0.0,0.0
bubble-forever,montale,unisex,France,0.06,0.23,0.0,0.0,0.12,0.0,0.24,0.0,0.35,0.0
lady-emblem-elixir,montblanc,women,France,0.06,0.0,0.0,0.0,0.06,0.29,0.35,0.0,0.23,0.0
angel-fruity-fair,mugler,women,France,0.06,0.0,0.0,0.0,0.0,0.28,0.14,0.06,0.46,0.0
biografia,natura,women,Brazil,0.35,0.23,0.0,0.0,0.0,0.0,0.35,0.06,0.0,0.0
essencial-oud-vanilla,natura,women,Brazil,0.0,0.26,0.0,0.0,0.18,0.26,0.1,0.0,0.2,0.0
agua-de-banho-encantos-de-capitiu,natura,women,Brazil,0.23,0.0,0.0,0.0,0.14,0.4,0.16,0.0,0.07,0.0
cecita,o-boticario,women,Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.08,0.39,0.0
floratta-amor-de-lavanda,o-boticario,women,Brazil,0.16,0.0,0.0,0.0,0.22,0.22,0.2,0.0,0.22,0.0
linda-radiance,o-boticario,women,Brazil,0.08,0.39,0.0,0.0,0.0,0.0,0.36,0.08,0.08,0.0
malbec-duo,o-boticario,men,Brazil,0.0,0.16,0.0,0.0,0.12,0.28,0.31,0.06,0.08,0.0
black-xs-be-a-legend-debbie-harry,paco-rabanne,women,Spain,0.0,0.0,0.0,0.0,0.06,0.35,0.29,0.0,0.29,0.0
olympea-parfum,paco-rabanne,women,Spain,0.28,0.06,0.0,0.0,0.06,0.0,0.2,0.0,0.4,0.0
prada-la-femme-intense,prada,women,Italy,0.0,0.0,0.0,0.0,0.0,0.34,0.66,0.0,0.0,0.0
romance-summer-blossom-eau-de-toilette,ralph-lauren,women,USA,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.53,0.33,0.0
twinkle,rasasi,women,UAE,0.14,0.0,0.0,0.0,0.0,0.14,0.72,0.0,0.0,0.0
sotoor-raa,rasasi,unisex,UAE,0.1,0.0,0.1,0.0,0.1,0.48,0.21,0.0,0.0,0.0
just-cavalli-him,roberto-cavalli,men,Italy,0.07,0.0,0.0,0.0,0.21,0.4,0.33,0.0,0.0,0.0
elysium-pour-femme,roja-dove,women,UK,0.08,0.0,0.08,0.0,0.0,0.08,0.36,0.0,0.39,0.0
salvatore-ferragamo-pour-femme,salvatore-ferragamo,women,Italy,0.26,0.0,0.0,0.0,0.06,0.06,0.2,0.14,0.28,0.0
signorina,salvatore-ferragamo,women,Italy,0.0,0.0,0.08,0.0,0.0,0.39,0.36,0.0,0.17,0.0
la-fille-de-berlin-edition-limitee,serge-lutens,unisex,France,0.0,0.0,0.0,0.0,0.12,0.35,0.29,0.0,0.23,0.0
rasheeqa,swiss-arabian,women,UAE,0.47,0.0,0.0,0.0,0.0,0.07,0.47,0.0,0.0,0.0
eau-de-vert-boheme,tom-ford,women,USA,0.07,0.0,0.0,0.14,0.0,0.33,0.47,0.0,0.0,0.0
hilfiger-man-sport,tommy-hilfiger,men,USA,0.0,0.39,0.0,0.0,0.53,0.08,0.0,0.0,0.0,0.0
rapture,victoria-s-secret,women,USA,0.0,0.34,0.0,0.0,0.0,0.0,0.32,0.0,0.34,0.0
basilico-fellini,vilhelm-parfumerie,unisex,USA,0.56,0.0,0.0,0.0,0.17,0.0,0.19,0.08,0.0,0.0
moon-carnival,vilhelm-parfumerie,unisex,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.56,0.0
zara-lviii-the-limited-collection,zara,women,Spain,0.0,0.0,0.0,0.0,0.0,0.35,0.12,0.29,0.24,0.0
amazonia-tree,zara,women,Spain,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0
sweet-illusion-into-the-gourmand,zara,women,Spain,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.0
oriental-gourmand,zara,women,Spain,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.2,0.0
navy-black,zara,men,Spain,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
osmanthus-tale-of-feminity,zara,women,Spain,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.6
vetiver-unexpected,zara,unisex,Spain,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0
ruby-syrup-2021,zara,women,Spain,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.7,0.0
mimosa-cloud-eau-de-toilette,zara,women,Spain,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0
chameleon,zoologist-perfumes,unisex,Canada,0.0,0.13,0.0,0.0,0.0,0.31,0.19,0.18,0.19,0.0
nightingale,zoologist-perfumes,unisex,Canada,0.0,0.06,0.0,0.0,0.0,0.53,0.41,0.0,0.0,0.0
tiffany-co-rose-gold,tiffany,women,USA,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.0
playboy-miami,playboy,men,USA,0.47,0.33,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0
playboy-vip-for-her,playboy,women,USA,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.45,0.14,0.0
vivacity,oriflame,women,Sweden,0.13,0.47,0.0,0.0,0.13,0.0,0.13,0.0,0.13,0.0
mister-giordani-aqua,oriflame,men,Sweden,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0
love-potion-midnight-wish,oriflame,women,Sweden,0.0,0.0,0.06,0.0,0.06,0.28,0.0,0.4,0.2,0.0
pink-friday,nicki-minaj,women,USA,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.79,0.0
fairy-juice,nafnaf,women,France,0.14,0.0,0.0,0.0,0.0,0.0,0.58,0.14,0.14,0.0
moncler-sunrise-pour-femme,moncler,women,Italy,0.07,0.33,0.0,0.07,0.0,0.07,0.4,0.07,0.0,0.0
michael-kors-pour-homme,michael-kors,men,USA,0.0,0.07,0.0,0.07,0.53,0.33,0.0,0.0,0.0,0.0
michael-sheer,michael-kors,women,USA,0.07,0.33,0.0,0.0,0.07,0.07,0.47,0.0,0.0,0.0
sunrise,lancaster,women,Monaco,0.08,0.0,0.0,0.0,0.0,0.08,0.08,0.28,0.47,0.0
wave-2-for-him,hollister,men,USA,0.0,0.0,0.0,0.34,0.32,0.34,0.0,0.0,0.0,0.0
1826,histoires-de-parfums,women,France,0.0,0.2,0.0,0.0,0.13,0.4,0.13,0.0,0.14,0.0
amour-elegant,hayari-parfums,unisex,France,0.0,0.0,0.0,0.0,0.0,0.4,0.26,0.0,0.0,0.34
fan-di-fendi-eau-de-toilette,fendi,women,Italy,0.35,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.29
carven-le-parfum,carven,women,France,0.0,0.0,0.0,0.0,0.0,0.47,0.17,0.08,0.28,0.0
grassland,banana-republic,unisex,USA,0.12,0.0,0.0,0.12,0.3,0.23,0.0,0.0,0.23,0.0
rumba,balenciaga,women,Spain,0.0,0.14,0.0,0.0,0.0,0.2,0.19,0.06,0.27,0.14
terracota-musk,adolfo-dominguez,women,Spain,0.07,0.0,0.07,0.0,0.0,0.0,0.53,0.0,0.33,0.0
esprit-de-gingembre-pour-homme,angel-schlesser,men,Spain,0.14,0.0,0.0,0.0,0.72,0.14,0.0,0.0,0.0,0.0
infinite-celtic,charriol,men,Switzerland,0.0,0.0,0.0,0.0,0.53,0.47,0.0,0.0,0.0,0.0
quelque-chose-dans-l-air-s-c,d-orsay,unisex,France,0.08,0.0,0.08,0.0,0.0,0.0,0.36,0.0,0.0,0.47
whisky-homme-sport,evaflor,men,France,0.14,0.4,0.0,0.0,0.14,0.33,0.0,0.0,0.0,0.0
iceberg-since-1974-for-her,iceberg,women,Italy,0.44,0.39,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
eau-de-lacoste-l-12-12-pour-elle-sparkling,lacoste-fragrances,women,France,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.52,0.0
mexx-pure-life-woman,mexx,women,Netherlands,0.08,0.39,0.0,0.0,0.0,0.0,0.44,0.08,0.0,0.0
virtu,vince-camuto,men,USA,0.0,0.0,0.0,0.0,0.21,0.1,0.1,0.0,0.0,0.59
no-1-vitalidad-salvaje-wild-vitality,victorio-lucchino,men,Spain,0.0,0.2,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0
rose-infernale,terry-de-gunzburg,women,France,0.0,0.1,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.1
lovely,sarah-jessica-parker,women,USA,0.0,0.28,0.06,0.0,0.4,0.2,0.06,0.0,0.0,0.0
absolument-absinthe,absolument-parfumeur,women,France,0.21,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0
floral-dream,adidas,women,USA,0.08,0.0,0.0,0.0,0.08,0.0,0.36,0.0,0.47,0.0
dunhill-black,alfred-dunhill,men,UK,0.14,0.0,0.0,0.0,0.58,0.14,0.0,0.0,0.0,0.14
moroccan-amber,alfred-dunhill,men,UK,0.0,0.24,0.0,0.0,0.06,0.24,0.0,0.0,0.24,0.24
icon-racing-blue,alfred-dunhill,men,UK,0.1,0.1,0.0,0.0,0.21,0.59,0.0,0.0,0.0,0.0
bois-d-orient,amouroud,unisex,USA,0.0,0.26,0.0,0.0,0.2,0.4,0.14,0.0,0.0,0.0
animale,animale,women,Indonesia,0.18,0.0,0.06,0.0,0.06,0.29,0.15,0.18,0.09,0.0
ray-of-light,april-aromatics,unisex,Germany,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.48
cacao-porcelana,atelier-materi,unisex,France,0.0,0.0,0.0,0.0,0.06,0.26,0.06,0.0,0.32,0.3
mint-tonic,atkinsons,unisex,UK,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0
bentley-for-men-azure,bentley,men,UK,0.08,0.0,0.0,0.08,0.28,0.0,0.39,0.08,0.08,0.0
momentum,bentley,men,UK,0.0,0.1,0.0,0.31,0.0,0.1,0.48,0.0,0.0,0.0
